Specimen,Species,Common,SzCl,SizeRangeLb,SizeRangeKg,SkelPort,LPort,Element,Side,ActorTaxon,Effector,NumBreaks,trab,Surface Area,Volume,Bounding Box Dim1,Bounding Box Dim2,Bounding Box Dim3
MN19080804,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,7,False,2763.742,4250.540690104167,75.15241,22.392643,10.313637
MN19080805,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,12,False,2942.333,4968.957356770833,65.59234,17.740406,12.590857
MN19080806,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,6,False,2574.8599,3869.1549479166665,75.06143,16.481276,11.143074
MN19080807,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,10,True,2469.349,2696.54443359375,59.910976,23.80819,8.473714
MN19080808,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,10,False,2957.5884,4975.454427083333,59.906982,17.515903,15.387266
MN19080813,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,8,False,2075.3665,3279.578450520833,48.193295,17.689188,12.252388
MN19080814,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,7,False,1572.3717,2401.46923828125,53.81131,13.227664,11.78375
MN19080817,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,9,False,1308.7731,1845.2890625,38.1362,18.268309,9.61135
MN19081015,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,?,Crocuta crocuta,teeth,8,True,2660.234,3302.2646484375,51.831024,25.60124,11.14959
MN19081016,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,?,Crocuta crocuta,teeth,14,False,1813.9586,2821.349934895833,65.258835,12.147348,7.918399
MN19081018,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,?,Crocuta crocuta,teeth,9,False,1140.9282,1729.5794270833333,48.54122,9.744137,7.8408003
MN19081020,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,?,Crocuta crocuta,teeth,6,False,765.8969,977.8033040364584,34.010952,12.020428,5.8489795
MN19081022,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,5,False,541.5945,505.3014322916667,36.17872,8.307707,4.436965
MN19081023,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,8,False,612.23584,650.7156982421875,32.137596,10.97673,5.834752
MN19081024,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,8,False,703.0916,875.9580078125,31.476612,10.566517,6.810787
MN19081201,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,12,False,2771.6377,4323.889322916667,67.08292,20.154533,12.495561
MN19081202,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,13,True,2931.2393,4480.408203125,79.88651,20.111504,15.008402
MN19081301,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,9,False,3478.1387,5469.239583333333,79.27951,18.040615,12.59455
MN19081302,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,8,False,2859.6233,4288.935221354167,78.115166,20.683292,12.205135
MN19081303,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,10,False,1987.2827,3175.6373697916665,54.53224,17.467068,10.735084
MN19081304,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,10,False,1880.2207,2485.3766276041665,56.89045,21.453331,10.812586
MN19081305,Odocoileus virginianus,Deer,2.0,50-250,23-113,unknown,distal,mtpod,,Crocuta crocuta,teeth,10,False,1709.4785,1690.1541341145833,49.78819,18.606071,8.059453
MN19081640,Cervus canadensis,Elk,3.0,250-750,113-340,forelimb,other,unknown,,Crocuta crocuta,teeth,6,False,1346.1547,2058.4210611979165,39.91877,17.425184,11.180595
